Contrato;Estado;Descrição;Tipo de contrato;Tipo de procedimento;Data de publicação;Data de celebração;Data de fecho;Prazo de execução;Local de execução (País, Distrito, Concelho);Preço contratual;Preço total efetivo;Entidade adjudicante;Entidade adjudicante (NIF);Entidade adjudicante (ID);Entidade adjudicatária;Entidade adjudicatária (NIF);Entidade adjudicatária (ID);Convidados (ID|NIF|Descrição);Concorrentes (ID|NIF|Descrição);Anúncio (ID);Fundamentação;Fundamentação da necessidade de recurso ao ajuste direto;Procedimento centralizado;CPV;Objeto do contrato;Incrementos superiores a 15%;Causas das alterações do prazo;Causas das alterações do preço;Documentos (IDs);Observações
393;;Aquisição de serviços - Viagem ao Parque Port Aventura – Prémio de Mérito Escolar;;Ajuste directo;08/09/2008;;;3 dias;;7.700,00 €;;Câmara Municipal de Aljezur;505932512;65;Oásis – Viagens e Turismo, S.A.;501821627;481;;;;Não Preenchido;Não aplicável;;;Aquisição de serviços - Viagem ao Parque Port Aventura – Prémio de Mérito Escolar;;;;;
394;;Cedência de sala no Pólo de Caminha para Acção de formação de Arrais de Pesca.;;Ajuste directo;08/09/2008;;;31 dias;;525,00 €;;Centro Formação Profissional das Pescas e do Mar (FOR-MAR);508590582;19;Manuel Afonso do Pombal;175797897;482;;;;Não Preenchido;Não aplicável;;;Cedência de sala no Pólo de Caminha para Acção de formação de Arrais de Pesca.;;;;;
395;;Aluguer de Rebocador;;Ajuste directo;08/09/2008;;;2 dias;;1.278,72 €;;Arsenal do Alfeite;600000125;299;RESISTÊNCIA-Serviços à Navegação, Lda.;503848336;483;;;;Não Preenchido;Não aplicável;;;Aluguer de Rebocador;;;;;
396;;"Roda Fixa e Giratória, Rolamento Blindado, Condensadores, Optoacopladores e
Resistências.";;Ajuste directo;08/09/2008;;;2 dias;;807,02 €;;Arsenal do Alfeite;600000125;299;RS AMIDATA S.A.;78913993;484;;;;Alínea e) do nº 1 do Art.º 24º do DL 18/2008, de 29 de Janeiro;Não aplicável;;;"Roda Fixa e Giratória, Rolamento Blindado, Condensadores, Optoacopladores e
Resistências.";;;;;
397;;"Selante Aquoso, Tinta de Cor Branca, Saco de Reboco e Fecho de Bandeira
para Janela.";;Ajuste directo;08/09/2008;;;2 dias;;410,40 €;;Arsenal do Alfeite;600000125;299;HEMPEL (PORTUGAL) LDA.;500133336;485;;;;Alínea e) do nº 1 do Art.º 24º do DL 18/2008, de 29 de Janeiro;Não aplicável;;;"Selante Aquoso, Tinta de Cor Branca, Saco de Reboco e Fecho de Bandeira
para Janela.";;;;;
398;;Contentores molok’s e consumíveis;;Ajuste directo;08/09/2008;;;15 dias;;10.151,50 €;;Inframoura, Empresa de Infraestruturas de Vilamoura, EM;504915266;168;Lusomolok Unipessoal, Lda.;507684427;486;;;;Não Preenchido;Não aplicável;;;Contentores molok’s e consumíveis;;;;;
399;;Aquisição dos Serviços de “Desenvolvimento da Estratégia de Eficiência Colectiva e do Programa de Acção para a Dinamização do Recurso Endógeno - Rota do Românico do Vale do Sousa”;;Ajuste directo;08/09/2008;;;75 dias;;41.666,00 €;;Comunidade Urbana do Vale do Sousa;506864960;487;Quaternaire Portugal – Consultoria para o Desenvolvimento, S.A.;502503661;488;;;;Não Preenchido;Não aplicável;;;Aquisição dos Serviços de “Desenvolvimento da Estratégia de Eficiência Colectiva e do Programa de Acção para a Dinamização do Recurso Endógeno - Rota do Românico do Vale do Sousa”;;;;;
400;;Aquisição de Serviços de Limpeza dos Complexos Desportivos;;Ajuste directo;08/09/2008;;;118 dias;;53.968,00 €;;Educa, Empresa Municipal de Gestão e Manutenção de Equipamentos Educativos de Sintra, E.M.;504845535;489;Electrolimpa Sul- Empresa Técnica de Limpeza, S.A.;507545427;490;;;;Não Preenchido;Não aplicável;;;Aquisição de Serviços de Limpeza dos Complexos Desportivos;;;;;
401;;"Selante Aquoso, Tinta de Cor Branca, Saco de Reboco e Fecho de Bandeira
para Janela.";;Ajuste directo;08/09/2008;;;2 dias;;410,40 €;;Arsenal do Alfeite;600000125;299;HEMPEL (PORTUGAL) LDA.;500133336;485;;;;Alínea e) do nº 1 do Art.º 24º do DL 18/2008, de 29 de Janeiro;Não aplicável;;;"Selante Aquoso, Tinta de Cor Branca, Saco de Reboco e Fecho de Bandeira
para Janela.";;;;;
402;;Aquisição de diverso material eléctrico para pista de BTT;;Ajuste directo;08/09/2008;;;15 dias;;253,49 €;;Câmara Municipal de Odivelas;504293125;491;Elpor, SA;500749388;492;;;;Não Preenchido;Não aplicável;;;Aquisição de diverso material eléctrico para pista de BTT;;;;;
403;;Aquisição e Montagem de ar condicionado na “Casa do Avô” em Vila Real de Santo António;;Ajuste directo;09/09/2008;;03/09/2008;2 dias;;6.480,00 €;6.480,00 €;VRSA – Sociedade de Gestão Urbana, E. M., S. A.;508160570;365;Guadiclima – Instalações de Ar Condicionado, Ldª;504985701;493;;;;Não Preenchido;Não aplicável;;;Aquisição e Montagem de ar condicionado na “Casa do Avô” em Vila Real de Santo António;;;;;
404;;Aquisição de serviços de colocação de contentores de resíduos sólidos urbanos no âmbito do Concurso Saltos Internacional****.;Aquisição de serviços;Ajuste directo;09/09/2008;09/09/2008;22/09/2008;8 dias;Portugal, Faro, Portimão;7.200,00 €;7.200,00 €;Câmara Municipal de Portimão;505309939;177;EMARP – Empresa Municipal de Águas e Resíduos de Portimão, EM;505322730;37;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;79952000-2, Serviços de eventos;Aquisição de serviços de colocação de contentores de resíduos sólidos urbanos no âmbito do Concurso Saltos Internacional****.;;;;;
406;;Empreitada de mão-de-obra para calcetamento dos passeios e da rotunda do arruamento junto ao antigo matadouro, em Cuba;;Ajuste directo;09/09/2008;;29/08/2008;4 dias;;1.160,00 €;1.160,00 €;Câmara Municipal de Cuba;500832935;151;Sequeiras, Lda;503721514;494;;;;Não Preenchido;Não aplicável;;;Empreitada de mão-de-obra para calcetamento dos passeios e da rotunda do arruamento junto ao antigo matadouro, em Cuba;;;;;
407;;Aquisição de tractor jardim – corte relva;Aquisição de bens móveis;Ajuste directo;09/09/2008;09/09/2008;23/09/2008;10 dias;Portugal, Vila Real, Chaves;8.925,86 €;8.925,86 €;Câmara Municipal de Chaves;501205551;261;O Prado – de Hernâni Pinto & Filhos, Lda.;504080369;496;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;16311000-8, Cortadores de relva;Aquisição de tractor jardim – corte relva;;;;;
409;;Aquisição de serviços - Espectáculos diversos na 57ª. Festa de Alcoutim;;Ajuste directo;09/09/2008;;;5 dias;;67.150,00 €;;Câmara Municipal de Alcoutim;506772446;497;Guadisom – Sociedade de Radiodifusão Guadiana, Lda.;502126256;471;;;;Não Preenchido;Não aplicável;;;Aquisição de serviços - Espectáculos diversos na 57ª. Festa de Alcoutim;;;;;
410;;Material desportivo para escolas;;Ajuste directo;09/09/2008;;;30 dias;;8.931,72 €;;Câmara Municipal de Setúbal;501294104;39;Casa Senna;500244502;333;;;;Não Preenchido;Não aplicável;;;Material desportivo para escolas;;;;;
411;;Aquisição de palamenta para escolas do Concelho de Setúbal;;Ajuste directo;09/09/2008;;;8 dias;;8.043,19 €;;Câmara Municipal de Setúbal;501294104;39;Nortel Sul;502475668;499;;;;Não Preenchido;Não aplicável;;;Aquisição de palamenta para escolas do Concelho de Setúbal;;;;;
412;;Material didáctico para escolas do Concelho;;Ajuste directo;09/09/2008;;;30 dias;;6.013,54 €;;Câmara Municipal de Setúbal;501294104;39;Artigos de Papelaria do Sado;500244502;333;;;;Não Preenchido;Não aplicável;;;Material didáctico para escolas do Concelho;;;;;
413;;Aquisição de serviços – Aquisição de alojamento para os técnicos da empresa Corval Som Espectáculo dos Al - Mouraria;;Ajuste directo;09/09/2008;;;1 dias;;451,48 €;;Câmara Municipal de Albufeira;503539473;120;Star Viagens e Turismo, SA.;500886113;121;;;;Alinea h) do nº 1 do artº 27 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Aquisição de alojamento para os técnicos da empresa Corval Som Espectáculo dos Al - Mouraria;;;;;
414;;Aquisição de serviços – Publicação do anúncio do troféu “Finibanco – Albufeira Capital do Turismo”;;Ajuste directo;09/09/2008;;;1 dias;;900,00 €;;Câmara Municipal de Albufeira;503539473;120;João Peres – Sport. Unipessoal, Lda.;507780850;501;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Publicação do anúncio do troféu “Finibanco – Albufeira Capital do Turismo”;;;;;
415;;Aquisição de serviços – Actuação da cantora Rebeca Leal (Julieta) – Festas do Pescador.;;Ajuste directo;09/09/2008;;;1 dias;;2.812,50 €;;Câmara Municipal de Albufeira;503539473;120;Julieta Margarida António N. Figueira;135623901;502;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Actuação da cantora Rebeca Leal (Julieta) – Festas do Pescador.;;;;;
416;;Aquisição de serviços – Pagamento das licenças da SPA – Albufeira a Dançar e Al – Mouraria.;;Ajuste directo;09/09/2008;;;2 dias;;344,80 €;;Câmara Municipal de Albufeira;503539473;120;SPA – Sociedade Portuguesa de Autores.;500257841;389;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Pagamento das licenças da SPA – Albufeira a Dançar e Al – Mouraria.;;;;;
417;;Aquisição de serviços – Aquisição de alojamento para a empresa de gravação do DVD, 1 SINGLE E 2 DUPLOS em regime de APA – Espectáculo do Al – Mouraria.;;Ajuste directo;09/09/2008;;;1 dias;;253,74 €;;Câmara Municipal de Albufeira;503539473;120;Star Viagens e Turismo, SA.;500886113;121;;;;Alinea h) do nº 1 do artº 27 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Aquisição de alojamento para a empresa de gravação do DVD, 1 SINGLE E 2 DUPLOS em regime de APA – Espectáculo do Al – Mouraria.;;;;;
418;;Terraplanagem na Zona Industrial da Sertã;Aquisição de serviços;Ajuste directo;09/09/2008;08/09/2008;02/11/2008;30 dias;Portugal, Castelo Branco, Sertã;33.000,00 €;33.000,00 €;Câmara Municipal da Sertã;506963837;103;MFL – Transportes, Lda;503857416;504;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;45112000-5, Escavação e movimento de terras;Terraplanagem na Zona Industrial da Sertã;;;;;
420;;Reposição de stock “carpintaria”;Aquisição de bens móveis;Ajuste directo;04/09/2008;12/08/2008;15/10/2008;2 dias;Portugal, Porto, Valongo;449,64 €;374,70 €;Câmara Municipal de Valongo;501138960;505;J. Martins & Dias, Lda.;501988785;506;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;44191000-5, Materiais de construção diversos em madeira;Reposição de stock “carpintaria”;;;Por lapso o valor contratual inicial foi lançado com IVA;;
422;;Fornecimento de um autocompactador para adaptação a equipamento de recolha com grua;;Ajuste directo;09/09/2008;;;8 dias;;16.500,00 €;;Gesamb – Gestão Ambiental e de Resíduos, EIM;506346773;508;Clagem – Tecnologias de Reciclagem, Lda;507529170;509;;;;Não Preenchido;Não aplicável;;;Fornecimento de um autocompactador para adaptação a equipamento de recolha com grua;;;;;
423;;Assistência técnica – fotocopiador Nashuatec DSC 232;;Ajuste directo;09/09/2008;;;365 dias;;2.311,20 €;;Inspecção-Geral das Obras Públicas, Transportes e Comunicações;600026531;510;Beltrão Coelho, SA - Lisboa;500044210;511;;;;Não Preenchido;Não aplicável;;;Assistência técnica – fotocopiador Nashuatec DSC 232;;;;;
424;;Aquisição de serviços – Consultoria  técnica e apoio à decisão.;;Ajuste directo;09/09/2008;;;365 dias;;48.000,00 €;;Câmara Municipal de Ponte da Barca;505676770;189;Ritorfer – Consultoria em Ordenamento do Território, Lda.;505523060;512;;;;Não Preenchido;Não aplicável;;;Aquisição de serviços – Consultoria  técnica e apoio à decisão.;;;;;
425;;Fornecimento e Montagem de Escola Pré-Fabricada - Fajarda;;Ajuste directo;08/09/2008;;;30 dias;;34.830,00 €;34.830,00 €;Câmara Municipal de Coruche;506722422;288;Linha Mais – Investimentos Imobiliários, Ldª;507265858;513;;;;Não Preenchido;Não aplicável;;;Fornecimento e Montagem de Escola Pré-Fabricada - Fajarda;;Não houve alteração;;;
426;;Fornecimento de Refeições para o Jardim de Infância da Sertã;Aquisição de serviços;Ajuste directo;08/09/2008;08/09/2008;10/07/2009;267 dias;Portugal, Castelo Branco, Sertã;40.500,00 €;40.500,00 €;Câmara Municipal da Sertã;506963837;103;Solnave – Restaurantes e Alimentação, S.A.;500272328;514;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;55524000-9, Serviços de fornecimento de refeições (catering) a escolas;Fornecimento de Refeições para o Jardim de Infância da Sertã;;;;;
428;;Aquisição de mobiliário urbano para a Av. Infante D. Henrique;;Ajuste directo;09/09/2008;;;60 dias;;44.483,86 €;;Câmara Municipal de Vale de Cambra;506735524;274;LARUS - ARTIGOS PARA CONSTRUÇÃO E EQUIPAMENTOS, LDA;501921672;516;;;;Alínea a), nº 1 do artigo 20º do CCP;Não aplicável;;;Aquisição de mobiliário urbano para a Av. Infante D. Henrique;;;;;
429;;Prestação de Serviços de Formação;;Ajuste directo;09/09/2008;;;122 dias;;7.320,00 €;;ICP - Autoridade Nacional de Comunicações;502017368;517;ITDS – Internet, Tecnologias e Desenvolvimento de Software, S.A.;506247058;518;;;;Não Preenchido;Não aplicável;;;Prestação de Serviços de Formação;;;;;
430;;Fornecimento de peças de reserva para bomba de transporte de lamas estabilizadas;;Ajuste directo;09/09/2008;;;1 dias;;5.126,98 €;;CMPEA – Empresa de Águas do Município do Porto, E.M.;507718666;51;EQUIFLUXO – Equipamentos e Produtos Industriais, Lda.;503049441;519;;;;Alínea c), do nº 1 do art.º 24º do CCP.;Não aplicável;;;Fornecimento de peças de reserva para bomba de transporte de lamas estabilizadas;;;;;
431;;IMPRESSÃO E EDIÇÃO DE 1000 EXEMPLARES DO LIVRO GAMETA/2008;;Ajuste directo;09/09/2008;;;15 dias;;7.780,00 €;;Câmara Municipal de Miranda do Douro;506806898;23;TIPALTO-TIPOGRAFIA DO PLANALTO, LDA;502101555;521;;;;Não Preenchido;Não aplicável;;;IMPRESSÃO E EDIÇÃO DE 1000 EXEMPLARES DO LIVRO GAMETA/2008;;;;;
432;;Aquisição de Serviços  Médicos p/ Serviço de Urgência;;Ajuste directo;09/09/2008;;;120 dias;;17.400,00 €;;Hospital Distrital de S. João da Madeira;502264047;522;GPA- Prestação de Serviços de Saúde, Ldª;506380009;523;;;;Não Preenchido;Não aplicável;;;Aquisição de Serviços  Médicos p/ Serviço de Urgência;;;;;
433;;Empreitada de adequação do rés-do-chão do edifício sito na rua do Castilho nº 19, São Sebastião, concelho de Ponta Delgada;;Ajuste directo;09/09/2008;;;15 dias;;42.750,00 €;;Vice-Presidência do Governo Regional dos Açores;672002728;524;MADIÇOR – Sociedade de Materiais e Construção Civil, Lda.;512040907;525;;;;Não Preenchido;Não aplicável;;;Empreitada de adequação do rés-do-chão do edifício sito na rua do Castilho nº 19, São Sebastião, concelho de Ponta Delgada;;;;;
434;;Prestação de serviços jurídicos com vista a representar em juízo a Vice-Presidência do Governo Regional dos Açores em acção administrativa especial, interposta no Tribunal Administrativo e Fiscal de Ponta Delgada, sob o número de processo 135/08.1BEPDL;;Ajuste directo;09/09/2008;;;365 dias;;33.250,00 €;;Vice-Presidência do Governo Regional dos Açores;672002728;524;José Maria Calheiros e Associados – Sociedade de Advogados, R.L.;503373672;526;;;;O previsto na alínea b) do nº 1 do artigo 27º do Decreto-Lei nº 18/2008, de 29 de Janeiro;Não aplicável;;;Prestação de serviços jurídicos com vista a representar em juízo a Vice-Presidência do Governo Regional dos Açores em acção administrativa especial, interposta no Tribunal Administrativo e Fiscal de Ponta Delgada, sob o número de processo 135/08.1BEPDL;;;;;
435;;Fornecimento e montagem de Estantes Móveis e Fixas para a Assembleia Municipal de Almada;;Ajuste directo;09/09/2008;;;35 dias;;6.171,00 €;;Câmara Municipal de Almada;500051054;527;Empatias de António Carlos Macedo Abrantes;170693660;528;;;;Não Preenchido;Não aplicável;;;Fornecimento e montagem de Estantes Móveis e Fixas para a Assembleia Municipal de Almada;;;;;
437;;Fornecimento e montagem de mobiliário para a Assembleia Municipal de Almada;;Ajuste directo;09/09/2008;;;35 dias;;6.569,96 €;;Câmara Municipal de Almada;500051054;527;Empatias de António Carlos Macedo Abrantes;170693660;528;;;;Não Preenchido;Não aplicável;;;Fornecimento e montagem de mobiliário para a Assembleia Municipal de Almada;;;;;
436;;Prestação de Serviços nas áreas de Administradora Hospitalar, Electricista, Carpinteiro e Auxiliar de Apoio e Vigilância;;Ajuste directo;09/09/2008;;;92 dias;;23.354,05 €;;Hospital de Reynaldo dos Santos;501536272;381;Select Clinical, Lda;505121247;529;;;;Ao abrigo do disposto na alínea  c) do artº 24º do Código de Contratos Públicos , aprovado pelo Decreto Lei 18/2008, de 29 de Janeiro;Não aplicável;;;Prestação de Serviços nas áreas de Administradora Hospitalar, Electricista, Carpinteiro e Auxiliar de Apoio e Vigilância;;;;;
438;;Iluminações das Festas e Feira de Verão e Iluminações de Natal de 2008;Aquisição de serviços;Ajuste directo;05/09/2008;05/09/2008;31/12/2008;105 dias;Portugal, Lisboa, Sobral de Monte Agraço;32.797,00 €;32.797,00 €;Câmara Municipal de Sobral de Monte Agraço;505410850;438;Iluminações Teixeira do Couto, Unipessoal, da;505760215;531;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;98390000-3, Outros serviços;Iluminações das Festas e Feira de Verão e Iluminações de Natal de 2008;;;;;
440;;Aquisição de Electrobomba Grundfos SP 160-3A para ETA de Rôge;;Ajuste directo;10/09/2008;;;5 dias;;6.032,32 €;;Câmara Municipal de Vale de Cambra;506735524;274;Bobinagens Queirós, Lda;502962500;532;;;;Alínea a), nº 1 do artigo 20º do CCP;Não aplicável;;;Aquisição de Electrobomba Grundfos SP 160-3A para ETA de Rôge;;;;;
441;;Prestação de Serviços para elaboração da Tabela de Taxas e Tarifas Municipais;;Ajuste directo;10/09/2008;;;50 dias;;22.800,00 €;;Câmara Municipal de Vale de Cambra;506735524;274;GKM - Global Knowledge Manegement S.A.;508147379;533;;;;Alínea a), nº 1 do artigo 20º do CCP;Não aplicável;;;Prestação de Serviços para elaboração da Tabela de Taxas e Tarifas Municipais;;;;;
442;;Prestação de serviços de carpintaria no Pavilhão Municipal integrado no Complexo Desportivo das Dairas;;Ajuste directo;10/09/2008;;;30 dias;;7.688,40 €;;Câmara Municipal de Vale de Cambra;506735524;274;Irtaco - Revestimentos Taqueiro, Lda;502310600;534;;;;Alínea a), nº 1 do artigo 20º do CCP;Não aplicável;;;Prestação de serviços de carpintaria no Pavilhão Municipal integrado no Complexo Desportivo das Dairas;;;;;
443;;Prestação de Serviços de Assessoria no Âmbito de Candidaturas a Fundos Comunitários;;Ajuste directo;10/09/2008;;;45 dias;;15.000,00 €;;Câmara Municipal de Vale de Cambra;506735524;274;Gestluz Consultores, S.A.;503157163;535;;;;Alínea a), nº 1 do artigo 20º do CCP;Não aplicável;;;Prestação de Serviços de Assessoria no Âmbito de Candidaturas a Fundos Comunitários;;;;;
444;;Fornecimento de material para o sistema de evacuação dos MPPS -  DEUTZ;;Ajuste directo;10/09/2008;;;1 dias;;136,65 €;;Arsenal do Alfeite;600000125;299;Motope – Motores Óleos Pesados, Lda;500198187;536;;;;Alínea e) n.º 1 do art.º 24.º do CCP;Não aplicável;;;Fornecimento de material para o sistema de evacuação dos MPPS -  DEUTZ;;;;;
445;;Aquisição de um Scanner Fujitsu – 5650C, um Inprinter  Fujitsu – END5650C ,  um Kit SCSI AVA2904 + Cabo M50;;Ajuste directo;10/09/2008;;;7 dias;;6.088,00 €;;Inspecção-Geral das Obras Públicas, Transportes e Comunicações;600026531;510;Fujitsu Services – Tecnologias de Informação, Lda.;500646791;338;;;;Não Preenchido;Não aplicável;;;Aquisição de um Scanner Fujitsu – 5650C, um Inprinter  Fujitsu – END5650C ,  um Kit SCSI AVA2904 + Cabo M50;;;;;
446;;Fornecimento de refeições para os Jardins de Infância de Penalva do Castelo e Esmolfe;;Ajuste directo;10/09/2008;;;297 dias;;24.795,00 €;;Câmara Municipal de Penalva do Castelo;506792404;10;Eurest (Portugal) - Sociedade Europeia de Restaurantes, Ld.ª;500347506;538;;;;Não Preenchido;Não aplicável;;;Fornecimento de refeições para os Jardins de Infância de Penalva do Castelo e Esmolfe;;;;;
447;;Aquisição de Manuais Escolares do 1.º Ciclo do Ensino Básico para o ano lectivo de 2008/2009;Aquisição de bens móveis;Ajuste directo;10/09/2008;08/09/2008;13/09/2008;5 dias;Portugal, Lisboa, Alenquer;6.718,34 €;6.718,34 €;Câmara Municipal de Alenquer;501305734;539;Livraria Branco, de Susana Maria Cipriano Almeida Branco;180695878;540;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;22112000-8, Manuais escolares;Aquisição de Manuais Escolares do 1.º Ciclo do Ensino Básico para o ano lectivo de 2008/2009;;;;;
449;;Estudo Hidráulico e Hidrológico do Parque Urbano de Ovar;;Ajuste directo;09/09/2008;;;7 dias;;8.600,00 €;;Câmara Municipal de Ovar;501306269;542;Hidroprojecto Engenharia e Gestão, S. A.;500134685;543;;;;Montante;Não aplicável;;;Estudo Hidráulico e Hidrológico do Parque Urbano de Ovar;;;;;
453;;Prestação de Serviço na área da Psicologia Clínica – Coordenação do Gabinete de Psicologia;;Ajuste directo;10/09/2008;;;365 dias;;13.750,00 €;4.750,00 €;Freguesia de Vila Real de Santo António;508096707;545;Sílvia Isabel Helena Cardoso;229500536;548;;;;Não Preenchido;Não aplicável;;;Prestação de Serviço na área da Psicologia Clínica – Coordenação do Gabinete de Psicologia;;Terminou antes do prazo do mesmo.;Extinção do mesmo;;
454;;Prestação de Serviço na área da Psicologia Clínica , prestação de Serviços no Gabinete de Psicologia;;Ajuste directo;10/09/2008;;;365 dias;;9.000,00 €;2.250,00 €;Freguesia de Vila Real de Santo António;508096707;545;Patrícia de Jesus Santos;235750263;549;;;;Não Preenchido;Não aplicável;;;Prestação de Serviço na área da Psicologia Clínica , prestação de Serviços no Gabinete de Psicologia;;;Foi rescindido antes do prazo previsto.;;
455;;Impressão de painéis para estrutura stand promocional | Aplicação dos painéis |  Montagem e desmontagem  da estrutura stand;;Ajuste directo;10/09/2008;;21/08/2008;10 dias;;8.300,00 €;8.300,00 €;Câmara Municipal de Portimão;505309939;177;Caos Criativo, Publicidade e Marketing, Lda.;507388100;550;;;;Não Preenchido;Não aplicável;;;Impressão de painéis para estrutura stand promocional | Aplicação dos painéis |  Montagem e desmontagem  da estrutura stand;;;;;
456;;Fornecimento continuo de Material em Ferro Fundido - Aguas;;Ajuste directo;10/09/2008;;;120 dias;;11.791,25 €;;AGERE – Empresa de Aguas, Efluentes e Resíduos de Braga - EM;504807692;61;Fundição Neiva Lda;500122520;551;;;;Não Preenchido;Não aplicável;;;Fornecimento continuo de Material em Ferro Fundido - Aguas;;;;;
457;;Fornecimento e montagem de Monoblocos pré-fabricados em estrutura metálica – 2 salas de aula na Escola Básica 2 e 3 da Costa de Caparica - Almada;;Ajuste directo;10/09/2008;;;20 dias;;46.262,99 €;;Câmara Municipal de Almada;500051054;527;ALGECO CONSTRUÇÕES METÁLICAS PRÉ-FABRICADAS, S.A.;502721871;446;;;;Não Preenchido;Não aplicável;;;Fornecimento e montagem de Monoblocos pré-fabricados em estrutura metálica – 2 salas de aula na Escola Básica 2 e 3 da Costa de Caparica - Almada;;;;;
458;;Aquisição de serviços – Realização do VI Festival de Jazz de Albufeira.;;Ajuste directo;10/09/2008;;;1 dias;;555,30 €;;Câmara Municipal de Albufeira;503539473;120;SPA – Sociedade Portuguesa de Autores;500257841;389;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Realização do VI Festival de Jazz de Albufeira.;;;;;
459;;Aquisição de bens – Aquisição de exemplares da obra “ Três rios abraçam o coração”;;Ajuste directo;10/09/2008;;;1 dias;;25,20 €;;Câmara Municipal de Albufeira;503539473;120;Humbertipo – Artes Gráficas, Lda.;501336095;554;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de bens – Aquisição de exemplares da obra “ Três rios abraçam o coração”;;;;;
460;;Aquisição de serviços – Acção da Direcção-Geral do livro e das bibliotecas “Filactera, meu amor” de Miguel Horta.;;Ajuste directo;10/09/2008;;;1 dias;;248,40 €;;Câmara Municipal de Albufeira;503539473;120;Miguel José Nunes Nunes da Silva Horta;116823852;555;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Acção da Direcção-Geral do livro e das bibliotecas “Filactera, meu amor” de Miguel Horta.;;;;;
461;;Aquisição de bens – Aquisição de 6 módulos POE para instalar nos switch da CMA.;;Ajuste directo;10/09/2008;;;1 dias;;4.994,57 €;;Câmara Municipal de Albufeira;503539473;120;Nextiraone Portugal, Lda.;505134195;427;;;;Alinea e) do nº 1 do artº 26 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de bens – Aquisição de 6 módulos POE para instalar nos switch da CMA.;;;;;
462;;Aquisição de serviços – Renovação do contrato de manutenção de duas franqueadoras.;;Ajuste directo;10/09/2008;;;1 dias;;1.266,55 €;;Câmara Municipal de Albufeira;503539473;120;Pitney Bowes Portugal, Sociedade Unipessoal, Lda.;506628132;556;;;;Alinea f) do nº 1 do artº 27 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Renovação do contrato de manutenção de duas franqueadoras.;;;;;
463;;Prestação de Serviços de Fornecimento de Refeições Escolares;;Ajuste directo;10/09/2008;;;85 dias;;260.000,00 €;;Câmara Municipal de Santa Maria da Feira;501157280;557;ICA – Indústria e Comércio Alimentar, S.A.;501426230;558;;;;Alínea c) do n.º 1 do artigo 24.º, do Decreto-Lei 18/2008, 29 de Janeiro;Não aplicável;;;Prestação de Serviços de Fornecimento de Refeições Escolares;;;;;
464;;Actuações;;Ajuste directo;10/09/2008;;;1 dias;;3.750,00 €;;Câmara Municipal de Loulé;502098139;283;Moinho da Música – Edição Discográfica Unipessoal, Lda.;504961292;285;;;;Alínea e) do nº 1 do artigo 24º do CCP;Não aplicável;;;Actuações;;;;;
465;;Redutor Completo para Coletes de Mergulho;;Ajuste directo;10/09/2008;;;30 dias;;54,60 €;;Arsenal do Alfeite;600000125;299;Bessone, Cruz & Garcia, Lda.;500703795;561;;;;Alínea e) do nº 1 do Art.º 24º do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Redutor Completo para Coletes de Mergulho;;;;;
466;;Fornecimento de livros para o agrupamento n.º1 do concelho de Elvas;;Ajuste directo;01/09/2008;;;1 dias;;7.834,89 €;;Câmara Municipal de Elvas;501272968;67;Leya, SA;508371309;563;;;;Nos termos da alínea e) do n.º1 do artigo 24.º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Fornecimento de livros para o agrupamento n.º1 do concelho de Elvas;;;;;
